usTicker,usCompany,theme,product,twCode,twName,twRole,relationship,benefitReason,confidence,lastEvidenceDate,lastEvidenceTitle,hitCount,updatedAt
,Micron,HBM,先進封裝剝膜、烘烤製程與熱處理設備,2467,志聖,先進封裝設備供應商,為美光引進後段先進封裝 / HBM 產線所需的熱處理及壓膜相關設備,美光在台積極落實 HBM 本土化生產及先進封裝部署，帶動對志聖真空壓膜機與熱處理設備的採購需求需求,9,2026-04-16,https://www.youtube.com/watch?v=YncZg6kk_wY,1,2026-06-12 19:02:26
,Micron,HBM,先進封裝核心量檢測與半導體自動化設備,5443,均豪,半導體檢測與製程設備商,提供美光 HBM/CoWoS 級先進封裝製程中所需的高精度 2D/3D 光學檢測儀器,受惠於美光的在台擴廠策略，與力成及台積電體系密切的均豪能就近提供擴產所需之自動化量檢測設備,9,2026-04-16,https://www.youtube.com/watch?v=YncZg6kk_wY,1,2026-06-12 19:02:26
,Micron,HBM,精密晶片挑揀機 (Pick and Place),6640,均華,先進封裝高精度挑揀設備廠,供應 HBM 精密堆疊後段製程所需的晶片挑揀等關鍵機台,HBM 產能擴張對於高精度 Pick & Place 挑揀機需求極為強勁，均華可直接受惠於美光在台加大 HBM 後段設備的資本支出,9,2026-04-16,https://www.youtube.com/watch?v=YncZg6kk_wY,1,2026-06-12 19:02:26
ASML,ASML,半導體設備,EUV 極紫外光曝光機,2330,台積電,晶圓代客、EUV 主要買方,台積電向 ASML 訂購 EUV 設備，訂單已鎖定至 2028 年,隨著 ASML EUV 設備在可預見的未來供不應求，台積電提早鎖定至 2028 年的 EUV 訂單，確保其先進製程產能擴充不受設備短缺限制,9,2026-04-16,2026-04-16-ASML_可預見的未來供不應求_台積電_EUV_訂單已鎖到_2028_家登_帆宣忙到停不下來_2026_04_16__四_.md,1,2026-06-16 05:36:41
ASML,ASML,半導體設備,EUV Pod (極紫外光光罩傳送盒),3680,家登,EUV 光罩載具供應商,家登為 ASML EUV 生態系的重要合作夥伴，提供關鍵的光罩載具,受惠於 ASML 供不應求與台積電等客戶 EUV 訂單鎖到 2028 年，帶動家登 EUV Pod 需求強勁，營運忙到停不下來,9,2026-04-16,2026-04-16-ASML_可預見的未來供不應求_台積電_EUV_訂單已鎖到_2028_家登_帆宣忙到停不下來_2026_04_16__四_.md,1,2026-06-16 05:36:41
ASML,ASML,半導體設備,EUV 設備模組代工與廠務工程,6196,帆宣,ASML 設備模組代工及廠務伙伴,帆宣承接 ASML 關鍵設備模組代工，並參與相關半導體廠務建設,隨著 ASML 訂單能見度拉長、晶圓廠積極擴廠，帆宣受惠於模組代工與建廠工程需求，訂單能見度高，生產線與工程忙到停不下來,9,2026-04-16,2026-04-16-ASML_可預見的未來供不應求_台積電_EUV_訂單已鎖到_2028_家登_帆宣忙到停不下來_2026_04_16__四_.md,1,2026-06-16 05:36:41
,Micron,HBM,3D 記憶體堆疊 / VHM 技術授權,6531,愛普*,客製化記憶體 IC 與 3D 堆疊 IP 授權商,愛普與力積電深度合作 VHM (超高頻寬記憶體) 技術，且該技術與美光 HBM 的 3D 堆疊架構有高度互補性,美光收購力積電晶圓廠有望使愛普技術更直接地與美光 HBM 堆疊生態系對接，大幅提升其 IP 被美光採用的想像空間,8,2026-04-16,https://www.youtube.com/watch?v=YncZg6kk_wY,1,2026-06-12 19:02:26
NVDA,NVIDIA,AI晶片,GPU、AI加速器（如H100、B200）先進製程代工與CoWoS封裝需求,2330,台積電,晶圓代工與先進封裝雙重獨家供應商,台積電為NVIDIA AI GPU晶片的獨家晶圓代工廠，並提供關鍵的CoWoS先進封裝服務,隨著NVIDIA在AI產業資本支出與晶片需求爆發，台積電先進製程與CoWoS產能供不應求，帶動其長期營收、毛利率與評價大幅提升，為支持台積電長線股價挑戰更高估值的核心動能,9,2026-04-15,2026-04-15-_精華_別嫌台積電貴_張錫看好長線衝5000元_現在閉眼買_抱牢到這時候__鈔錢部署_盧燕俐_ft_張錫_20260415.md,1,2026-06-16 05:36:06
AMD,AMD,AI晶片,MI300系列AI加速晶片代工,2330,台積電,晶圓代工與先進晶片封裝合作夥伴,台積電為AMD新一代AI加速晶片的獨家晶圓代工廠並協助其先進封裝,AMD積極搶佔AI晶片市佔率並擴大在台積電投片，推升台積電的先進製程產能利用率與高階封裝出貨表現,8,2026-04-15,2026-04-15-_精華_別嫌台積電貴_張錫看好長線衝5000元_現在閉眼買_抱牢到這時候__鈔錢部署_盧燕俐_ft_張錫_20260415.md,1,2026-06-16 05:36:06
AMZN,Amazon,AI伺服器,AI資料中心,3231,緯創,伺服器代工廠,亞馬遜積極擴建 AI 資料中心，向緯創下單 AI 伺服器,隨著亞馬遜瘋狂蓋廠投入 AI 基礎建設浪潮，緯創承接相關伺服器訂單，訂單能見度看好至明年,8,2026-04-15,2026-04-15-彭博揭密一年_1_兆美元_AI_基建浪潮_亞馬遜_Meta_瘋狂蓋廠_緯創_廣達訂單看到明年_2026_04_15__三_.md,1,2026-06-16 05:36:06
AMZN,Amazon,AI伺服器,AI資料中心,2382,廣達,伺服器整機代工廠,亞馬遜積極擴建 AI 資料中心，向廣達下單 AI 伺服器,受惠於亞馬遜一兆美元 AI 基建浪潮、大舉建置廠房，廣達的 AI 伺服器訂單能見度已看到明年,8,2026-04-15,2026-04-15-彭博揭密一年_1_兆美元_AI_基建浪潮_亞馬遜_Meta_瘋狂蓋廠_緯創_廣達訂單看到明年_2026_04_15__三_.md,1,2026-06-16 05:36:06
META,Meta,AI伺服器,AI資料中心,3231,緯創,伺服器代工廠,Meta 瘋狂蓋廠擴充 AI 算力，委託緯創代工其 AI 伺服器,Meta 投入鉅資進行 AI 基建與資料中心建設，帶動代工夥伴緯創的伺服器訂單能見度直達明年,8,2026-04-15,2026-04-15-彭博揭密一年_1_兆美元_AI_基建浪潮_亞馬遜_Meta_瘋狂蓋廠_緯創_廣達訂單看到明年_2026_04_15__三_.md,1,2026-06-16 05:36:06
META,Meta,AI伺服器,AI資料中心,2382,廣達,伺服器整機代工廠,Meta 瘋狂蓋廠擴充 AI 算力，向廣達下單 AI 伺服器,在 Meta 大舉建廠的 AI 基建浪潮驅動下，廣達作為主要伺服器供應商，相關訂單已看看到明年,8,2026-04-15,2026-04-15-彭博揭密一年_1_兆美元_AI_基建浪潮_亞馬遜_Meta_瘋狂蓋廠_緯創_廣達訂單看到明年_2026_04_15__三_.md,1,2026-06-16 05:36:06
NVDA,NVIDIA,AI晶片,AI晶片代工與先進封裝,2330,台積電,晶圓代工與先進封裝廠,輝達將其最新 AI 晶片（如 Blackwell 系列）外包給台積電進行先進製程及 CoWoS 先進封裝,受惠全球 AI 巨頭對高效能晶片與 CoWoS 產能的強勁需求，營收長線看好，股價具備長期上漲空間,9,2026-04-14,2026-04-14-台積電3年內上看5000_台光電1關鍵打趴對手_2檔神山設備股準備噴_鈔錢部署_盧燕俐_ft_張錫_連乾文_20260414.md,1,2026-06-16 05:36:06
NVDA,NVIDIA,AI伺服器,銅箔基板 (CCL),2383,台光電,CCL材料供應商,為輝達 AI 伺服器的主要高階銅箔基板 (CCL) 供應商,憑藉優良配方與高溫高頻傳輸技術優勢，打敗韓國斗山等同業對手，維持極高市佔率並取得新一代訂單,9,2026-04-14,2026-04-14-台積電3年內上看5000_台光電1關鍵打趴對手_2檔神山設備股準備噴_鈔錢部署_盧燕俐_ft_張錫_連乾文_20260414.md,1,2026-06-16 05:36:06
AAPL,Apple,智慧型手機,iPhone 18 鏡頭,3008,大立光,光學鏡頭供應商,大立光婉拒蘋果 iPhone 18 鏡頭訂單,婉拒低毛利或價格競爭激烈的 iPhone 18 鏡頭訂單，藉此釋放產能與研發資源，全力轉向開發高毛利之 AI 伺服器 CPO 光學元件,9,2026-04-14,2026-04-14-竟然婉拒蘋果訂單_大立光林恩平的豪賭_為何捨棄_iPhone_18_也要搶下_CPO_門票__2026_04_14__二_.md,1,2026-06-16 05:36:06
NVDA,NVIDIA,先進封裝,CoWoS 濕製程設備,3131,弘塑,半導體先進封裝設備商,提供台積電用於封裝輝達 AI 晶片所需的 CoWoS 濕製程設備,台積電為因應輝達強勁需求大舉擴張 CoWoS 先進封裝產能，帶動濕製程設備裝機潮與營收高度成長,8,2026-04-14,2026-04-14-台積電3年內上看5000_台光電1關鍵打趴對手_2檔神山設備股準備噴_鈔錢部署_盧燕俐_ft_張錫_連乾文_20260414.md,1,2026-06-16 05:36:06
NVDA,NVIDIA,先進封裝,CoWoS 濕製程設備及代工,3583,辛耘,半導體設備及代工廠,提供台積電擴增 CoWoS 先進封裝產能所需的自動化濕製程設備,受惠台積電積極擴大先進封裝產能以消化輝達 GPU 訂單，神山設備大廠產能供不應求，獲利進入爆發期,8,2026-04-14,2026-04-14-台積電3年內上看5000_台光電1關鍵打趴對手_2檔神山設備股準備噴_鈔錢部署_盧燕俐_ft_張錫_連乾文_20260414.md,1,2026-06-16 05:36:06
AVGO,Broadcom,光通訊/CPO,共同封裝光學 (CPO) 光學引擎透鏡,3008,大立光,CPO 光學元件與微透鏡供應商,大立光搶攻博通 CPO 供應鏈,透過提供 CPO 技術所需之高精度玻璃微透鏡（Micro-lens），成功切入 AI 伺服器高速光通訊模組市場，迎來非手機領域的全新成長引擎,8,2026-04-14,2026-04-14-竟然婉拒蘋果訂單_大立光林恩平的豪賭_為何捨棄_iPhone_18_也要搶下_CPO_門票__2026_04_14__二_.md,1,2026-06-16 05:36:06
TSM,Taiwan Semiconductor Manufacturing Company,先進封裝,先進封裝廠建廠與廠務工程,2404,漢唐,無塵室及廠務系統整合工程商,台積電先進封裝建廠工程合作夥伴,受惠於台積電先進封裝產能預計於2027年翻倍，帶動其無塵室及廠務工程需求，訂單已排到2026年以後,10,2026-04-13,2026-04-13-台積電先進封裝_2027_產能翻倍_漢唐_帆宣_洋基工程訂單排到_2026_以後_2026_04_13__一_.md,1,2026-06-16 05:35:36
TSM,Taiwan Semiconductor Manufacturing Company,先進封裝,先進封裝廠建廠與廠務工程,6196,帆宣,廠務系統及設備代工服務商,台積電先進封裝建廠工程與設備合作夥伴,受惠於台積電先進封裝工程需求大增並預計於2027產能翻倍，廠務與代工訂單排到2026年以後,10,2026-04-13,2026-04-13-台積電先進封裝_2027_產能翻倍_漢唐_帆宣_洋基工程訂單排到_2026_以後_2026_04_13__一_.md,1,2026-06-16 05:35:36
TSM,Taiwan Semiconductor Manufacturing Company,先進封裝,先進封裝廠建廠與廠務工程,6691,洋基工程,高科技廠房無塵室及機電空調工程商,台積電先進封裝建廠工程合作夥伴,受惠於台積電擴大先進封裝產能，帶動高科技廠房無塵室及機電工程訂單，能見度達2026年以後,10,2026-04-13,2026-04-13-台積電先進封裝_2027_產能翻倍_漢唐_帆宣_洋基工程訂單排到_2026_以後_2026_04_13__一_.md,1,2026-06-16 05:35:36
AVGO,Broadcom,AI晶片,客製化ASIC設計,2330,台積電,晶圓代工合約夥伴,博通與Google及Anthropic聯軍研發自研AI晶片，並投片於台積電先進製程,Anthropic與Google推動客製化AI晶片(ASIC)需求暴增，博通將自研晶片下單台積電，使台積電先進製程與CoWoS封裝需求顯著受惠,9,2026-04-08,2026-04-08-Anthropic_營收半年翻三倍_與博通__Google_的_聯軍_是台積電先進製程的第二引擎_2026_04_08__三_.md,1,2026-06-16 05:35:13
GOOGL,Alphabet (Google),AI晶片,TPU (張量處理器),2330,台積電,先進製程代工廠,Google與博通合作開發TPU晶片，並由台積電獨家代工,Anthropic擴大與Google雲端及晶片聯軍的合作，帶動Google TPU等客製化AI晶片投片量上升，推升台積電先進製程產能利用率,8,2026-04-08,2026-04-08-Anthropic_營收半年翻三倍_與博通__Google_的_聯軍_是台積電先進製程的第二引擎_2026_04_08__三_.md,1,2026-06-16 05:35:13
,Micron,HBM,HBM4 先進封裝與記憶體代工,6770,力積電,記憶體代工/晶圓廠轉讓方,美光收購力積電銅鑼廠以擴建 HBM 先進封裝與生產線,力積電透過轉讓銅鑼廠給美光，取得資金並深化與美光在記憶體代工及後續先進封裝技術的合作關係,9,2026-04-07,https://www.youtube.com/watch?v=tJmDub6oXNQ,1,2026-06-12 19:05:23
,NVIDIA,AI晶片,Blackwell 晶片與先進測試介面,6223,旺矽,探針卡供應商,輝達 Blackwell 晶片放量，帶動垂直探針卡（VPC）及 MEMS 探針卡需求,旺矽作為測試介面大廠，受惠於輝達新一代高階 AI 晶片測試需求暴增，產能利用率持續滿載,9,2026-04-07,https://www.youtube.com/watch?v=tJmDub6oXNQ,1,2026-06-12 19:05:23
AAPL,Apple,折疊手機,折疊 iPhone,2317,鴻海,代工廠,鴻海秘密試產蘋果折疊 iPhone,率先取得蘋果首款折疊 iPhone 試產訂單，可望奪得未來量產主力份額，挹注中長期營收與技術利潤,9,2026-04-07,2026-04-07-蘋果折疊_iPhone_真的來了_鴻海秘密試產_A20_採用台積電_2_奈米製程__2026_04_07__二_.md,1,2026-06-16 05:35:13
AAPL,Apple,先進半導體,A20 處理器,2330,台積電,晶圓代工廠,蘋果 A20 處理器採用台積電 2 奈米製程,獨家承接蘋果最新一代之 A20 旗艦晶片代工訂單，鞏固其 2 奈米等先進製程全球領先地位與高額產能利用率,9,2026-04-07,2026-04-07-蘋果折疊_iPhone_真的來了_鴻海秘密試產_A20_採用台積電_2_奈米製程__2026_04_07__二_.md,1,2026-06-16 05:35:13
TSM,Taiwan Semiconductor Manufacturing Company (TSMC),半導體,晶圓代工與半導體廠務工程,7783,兆聯實業,水處理與環保工程服務商,台積電 (TSM) 為其最主要的半導體大廠客戶，兆聯實業為其提供晶圓建造廠房時所需之超純水與廢水回收系統工程,受惠美股台積電ADR反應大客戶持續擴充先進製程產能，帶動相關水資源與廠務回收工程營收大幅成長,9,2026-04-03,2026-04-03-2026_配息行情全攻略_從_7783__營收成長到_18_7_元現金股利_6_檔存股口袋名單.md,1,2026-06-16 05:34:01
MRVL,Marvell,光通訊,400G/800G 高速光收發晶片與模組,4979,華星光,光模組封裝與晶片設計代工廠,華星光為 Marvell 晶片方案的核心代工夥伴,隨著馬威爾（Marvell）接獲北美雲端大廠光模組晶片訂單，華星光承接其主力代工業務，出貨由 400G 升級至 800G，帶動營收高成長並成功扭轉五年虧損局面。,9,2026-04-03,2026-04-03-連虧5年翻身_這家光通訊大廠_為何能讓亞馬遜_微軟瘋搶產能__產經希引力EP_199__劉姸希__CC.md,1,2026-06-16 05:34:36
AMZN,Amazon,資料中心,AWS 高速資料中心光纖通訊網路,4979,華星光,光模組重要代工供應商,亞馬遜為華星光客戶 Marvell 的主力終端雲端客戶,亞馬遜為了大幅擴充 AI 算力大舉搶購 400G 及 800G 高速光收發模組，訂單轉單至 Marvell 體系並由華星光提供主力生產產能。,9,2026-04-03,2026-04-03-連虧5年翻身_這家光通訊大廠_為何能讓亞馬遜_微軟瘋搶產能__產經希引力EP_199__劉姸希__CC.md,1,2026-06-16 05:34:36
MSFT,Microsoft,資料中心,Azure 基礎建設光收發模組,4979,華星光,光模組代工廠,微軟為光通訊晶片端與模組端的終端採購大戶,微軟積極布建 AI 資料中心基礎建設，瘋搶 800G 光通訊模組，華星光受惠此高速傳輸升級需求，訂單能見度大幅增加並確保產能滿載。,8,2026-04-03,2026-04-03-連虧5年翻身_這家光通訊大廠_為何能讓亞馬遜_微軟瘋搶產能__產經希引力EP_199__劉姸希__CC.md,1,2026-06-16 05:34:36
OPENAI,OpenAI,AI晶片/AI伺服器,AI大型語言模型與算力建置,2330,台積電,晶圓代工與先進封裝,OpenAI擴大算力需求，其自主晶片設計或所採購之GPU均需下單台積電代工與封裝,OpenAI完成史上最大規模募資，獲得資金將大幅投入算力與自主AI晶片開發，使半導體代工龍頭台積電直接受惠,9,2026-04-02,2026-04-02-3_9_兆台幣入袋_OpenAI_完成史上最大募資_訂單將灌入鴻海_廣達與台積電口袋__2026_04_02__四_.md,1,2026-06-16 05:34:01
OPENAI,OpenAI,AI伺服器,AI伺服器與資料中心算力基建,2317,鴻海,AI伺服器代工與系統整合,OpenAI大舉擴充算力基礎建設，帶動AI伺服器（如GB200等系統）需求，大批訂單灌入鴻海,OpenAI完成巨額融資後將大量加單AI硬體設備，鴻海身為全球AI伺服器最大代工與系統集成商將迎來豐沛訂單,9,2026-04-02,2026-04-02-3_9_兆台幣入袋_OpenAI_完成史上最大募資_訂單將灌入鴻海_廣達與台積電口袋__2026_04_02__四_.md,1,2026-06-16 05:34:01
OPENAI,OpenAI,AI伺服器,AI伺理器研發與生產,2382,廣達,AI伺服器研發與代工,OpenAI算力基建升級與大規模資料中心投資，帶動廣達AI伺服器出貨力道,OpenAI募得鉅資擴大AI投資，大舉增加算力採購，廣達作為北美主要雲端服務商之AI伺服器核心供應商而顯著受惠,9,2026-04-02,2026-04-02-3_9_兆台幣入袋_OpenAI_完成史上最大募資_訂單將灌入鴻海_廣達與台積電口袋__2026_04_02__四_.md,1,2026-06-16 05:34:01
NVDA,Nvidia,AI晶片,Blackwell GPU,3037,欣興,ABF載板供應商,輝達新一代 Blackwell 架構 GPU 消耗大量高階 ABF 載板，欣興為其主要載板供應鏈成員,隨著 Nvidia Blackwell 晶片於 2026 年擴大出貨，高層數、大尺寸的 ABF 載板需求顯著提升，帶動欣興高階產能利用率與平均售價（ASP）上揚,9,2026-04-02,2026-04-02-PCB股挑1檔短打2檔長抱_這檔機器人股價好甜__00999A_資金輪轉_股利最大化__鈔錢部署_盧燕俐_ft__廖婉婷_杜金龍_20260402.md,1,2026-06-16 05:34:01
NVDA,Nvidia,機器人,Omniverse 平台與 Isaac 機器人軟體,2359,所羅門,3D視覺與AI機器人系統整合商,所羅門開發的 AI 3D 視覺軟體打入 Nvidia 機器人與運動控制生態系,輝達執行長黃仁勳積極推廣人形機器人與智慧製造平台，所羅門作為輝達在黃金級機器人供應鏈的合作夥伴，直接受惠美股機器人浪潮的估值調升與業務擴展,9,2026-04-02,2026-04-02-PCB股挑1檔短打2檔長抱_這檔機器人股價好甜__00999A_資金輪轉_股利最大化__鈔錢部署_盧燕俐_ft__廖婉婷_杜金龍_20260402.md,1,2026-06-16 05:34:01
NVDA,Nvidia,AI伺服器,AI 伺服器主板與高速 PCB,2368,金像電,高階 PCB 板廠,輝達 AI 伺服器（如 GB200）的主板（Motherboard）與配電板主要採用金像電的高多層板,AI 伺服器板層數高達 20-30 層以上，技術門檻極高，金像電憑藉傳輸損耗低的技術優勢，受惠於輝達伺服器的強勁拉貨動能,8,2026-04-02,2026-04-02-PCB股挑1檔短打2檔長抱_這檔機器人股價好甜__00999A_資金輪轉_股利最大化__鈔錢部署_盧燕俐_ft__廖婉婷_杜金龍_20260402.md,1,2026-06-16 05:34:01
NVDA,Nvidia,先進封裝 / FOPLP,AI晶片先進封裝,3481,群創,面板級扇出型封裝 (FOPLP) 晶片封裝廠,輝達在面對CoWoS產能吃緊下，積極評估並導入面板級扇出型封裝 (FOPLP) 技術，群創成功發揮舊世代面板線優勢切入其封裝供應鏈,藉由轉型半導體封裝領域，擺脫傳統面板面板跌價循環，成功跨入高毛利AI晶片供應鏈,9,2026-04-01,2026-04-01-面板雙虎切入矽光子_CPO_賽道_技術邊界消失後_友達_群創如何重新定義身價__2026_04_01__三_.md,1,2026-06-16 05:34:01
INTC,Intel,矽光子 / CPO,玻璃基板與光電共封裝 (CPO),2409,友達,玻璃封裝載板與微米級光電調校技術供應商,英特爾倡導新一代玻璃基板與矽光子共同封裝技術，友達發揮高精度TFT對準技術與玻璃基層製程經驗結盟切入,藉由玻璃精密加工與高密度光電封裝載板技術，切入AI資料中心矽光子CPO傳輸模組供應鏈,8,2026-04-01,2026-04-01-面板雙虎切入矽光子_CPO_賽道_技術邊界消失後_友達_群創如何重新定義身價__2026_04_01__三_.md,1,2026-06-16 05:34:01
,NVIDIA,AI伺服器,GB200 NVL72 整機櫃運算系統,2317,鴻海,GB200 伺服器整機櫃主要系統整合商,鴻海為 NVIDIA GB200 NVL72 機櫃之首選組裝與供應合作夥伴，提供從繪圖晶片基板、系統板到整櫃輸出的垂直整合服務。,受惠於北美四大雲端服務供應商（CSP）大舉建置 AI 資料中心，GB200 出貨量進入高爆發期，顯著貢獻伺服器部門營收。,9,2026-03-31,https://www.youtube.com/watch?v=hg1gErb6LOA,1,2026-03-31 14:00:00
,NVIDIA,AI伺服器,水冷散熱系統 (Liquid Cooling),3017,奇鋐,水冷板與冷卻分配裝置(CDU)供應商,奇鋐順利通過 NVIDIA Blackwell 平台水冷系統認證，成為 GB200 散熱模組與水冷板（Cold Plate）的核心供應商。,AI 晶片功耗大幅飙升至 1000W 以上，迫使散熱技術由氣冷全面轉向液冷，水冷產品毛利率顯著優於傳統散熱，帶動獲利結構優化。,9,2026-03-31,https://www.youtube.com/watch?v=hg1gErb6LOA,1,2026-03-31 14:00:00
,GE Vernova,電網基礎建設,特高壓電力變壓器,1519,華城,外銷美國變壓器核心代工廠,美商 GE Vernova 承包美國電網現代化工程，華城為其與美國電力公司（AEP 等）供應特高壓變壓器的關鍵代工夥伴。,全美面臨基礎建設老化及 AI 資料中心爆發性的電力需求，電力變壓器呈現嚴重供不應求，華城受惠外銷訂單價格（ASP）上升，能見度直達未來數年。,9,2026-03-31,https://www.youtube.com/watch?v=hg1gErb6LOA,1,2026-03-31 14:00:00
NVDA,NVIDIA,AI晶片,GPU晶圓代工,2330,台積電,晶圓代工,輝達將其AI晶片委託台積電代工,半導體進入2.0時代，AI晶片需求極為強勁，花旗因此調高台積電目標價至2800元,9,2026-03-31,2026-03-31-半導體進入_2_0_時代_花旗調高台積電目標價到_2_800_元_先進封裝如何讓日月光_矽品翻身產業主角__2026_03_31__二_.md,1,2026-06-16 05:33:42
NVDA,NVIDIA,先進封裝,晶片先進封裝與後段測試,3711,日月光投控,封測代工 (OSAT),輝達將部分AI晶片之先進封裝與後段測試需求外包給日月光及旗下矽品,先進封裝技術成為半導體2.0時代的關鍵，高階封測產能吃緊讓日月光與矽品翻身成為產業重要主角,9,2026-03-31,2026-03-31-半導體進入_2_0_時代_花旗調高台積電目標價到_2_800_元_先進封裝如何讓日月光_矽品翻身產業主角__2026_03_31__二_.md,1,2026-06-16 05:33:42
,Broadcom,光通訊/CPO,共同封裝光學 (CPO) 模組,6451,訊芯-KY,高階光模組封測代工廠,訊芯-KY 技術承襲自鴻海集團，並與博通等美系晶片巨頭合作，負責 CPO（共同封裝光學）中光收發器與矽光子模組的後段封裝測試。,資料中心內部傳輸速率往 800G 及 1.6T 演進，傳統光纖面臨訊號衰減與功耗過高挑戰，CPO 成為次世代網通核心技術，訂單能見度極高。,8,2026-03-31,https://www.youtube.com/watch?v=hg1gErb6LOA,1,2026-03-31 14:00:00
,Micron,記憶體(HBM),高頻寬記憶體 (HBM3e) 後段封測,6239,力成,高階 HBM 封裝測試協力廠,美光（Micron）在 HBM 產能擴張過程中，積極尋求海外後段封測合作，力成作為其長期封測盟友，提供 HBM 堆疊與測試技術支援。,美商積極推進 HBM 產線落地台灣，且 HBM 利潤空間巨大，力成藉由高階晶片堆疊技術卡位美系供應鏈，有效減緩傳統 DRAM 景氣波動之衝擊。,8,2026-03-31,https://www.youtube.com/watch?v=hg1gErb6LOA,1,2026-03-31 14:00:00
NVDA,NVIDIA,AI晶片,GPU與下世代超級晶片代工及先進封裝,2330,台積電,晶圓代工與先進封裝,為輝達 Blackwell、Rubin 等架構晶片的獨家晶圓代工廠並提供 CoWoS 先進封裝服務,輝達五層架構與超級推論革命推升算力晶片需求，台積電先進製程及 CoWoS 產能利用率持續爆滿,10,2026-03-27,2026-03-27-光進銅退還是光銅並進_獨家解析輝達_GTC_2026_震撼全整理_AI算力暴增一萬倍_揭露_五層架構_超級推論革命__.md,1,2026-06-16 05:33:10
NVDA,NVIDIA,AI伺服器,NVLink 銅纜高速傳輸線束,3665,貿聯-KY,高速線束供應商,輝達在其新一代架構中大量採用銅互連技術（NVLink Switch），貿聯-KY 為其認證的高速線束供應商,在『光銅並進』的趨勢下，伺服器內部銅纜用量大幅提升，帶動高毛利之高速傳輸線束出貨動能,9,2026-03-27,2026-03-27-光進銅退還是光銅並進_獨家解析輝達_GTC_2026_震撼全整理_AI算力暴增一萬倍_揭露_五層架構_超級推論革命__.md,1,2026-06-16 05:33:10
NVDA,NVIDIA,光通訊/CPO,共同封裝光學 (CPO) 與光通訊互連技術,3363,上詮,光通道元件封裝廠,上詮與台積電、輝達緊密合作，共同開發適用於高速傳輸的 CPO 光學連接技術,AI 超級計算架構使算力暴增，當『光進銅退』或長距離光連結需求浮現時，CPO 封裝組件將迎來爆發性成長,8,2026-03-27,2026-03-27-光進銅退還是光銅並進_獨家解析輝達_GTC_2026_震撼全整理_AI算力暴增一萬倍_揭露_五層架構_超級推論革命__.md,1,2026-06-16 05:33:10
,Micron,HBM,先進封裝 / HBM產能擴充,6770,力積電,晶圓代工廠 / 廠房出租方,美光租用力積電銅鑼廠,將銅鑼廠部分無塵室空間租予美光，獲取穩定租金收益並分攤高額折舊成本，有助於直接改善財務與營運狀況,10,2026-03-26,https://www.youtube.com/watch?v=oGWjTn6P_OQ,1,2026-06-12 19:07:27
,NVIDIA,AI晶片,GPU與先進封裝,2330,台積電,晶圓代工與CoWoS封裝,輝達獨家委託台積電代工其Blackwell架構GPU並採用其CoWoS先進封裝技術,隨著AI高速運算晶片需求爆發，台積電的先進製程與CoWoS封裝產能持續滿載，推升其晶圓代工營收與獲利,10,2026-03-26,https://www.youtube.com/watch?v=HuWGSBn24Rs,1,2026-06-12 19:07:27
,Micron,HBM,晶圓廠房,2409,友達,面板大廠 / 廠房出售方,美光收購友達台南廠,出售台南廠房予美光以應對其 HBM 產能擴展需求，進而獲取大額資產處分利益並活化閒置資產,9,2026-03-26,https://www.youtube.com/watch?v=oGWjTn6P_OQ,1,2026-06-12 19:07:27
,TSMC,先進封裝,CoWoS生產基地,3481,群創,面板大廠 / 廠房出售方,台積電收購群創南科廠,出售南科四廠予台積電供其擴建 CoWoS 先進封裝產能，群創獲取大筆處分收益，有助於加速面板產線轉型,9,2026-03-26,https://www.youtube.com/watch?v=oGWjTn6P_OQ,1,2026-06-12 19:07:27
,Micron,HBM,HBM 中介層 (Interposer),6770,力積電,晶圓代工與中介層製造商,美光委託力積電代工 HBM 中介層，並傳出包下力積電銅鑼廠部分產能,藉由提供美光 HBM 中介層代工服務，力積電成功切入 AI 高階封裝及 HBM 供應鏈，緩解銅鑼廠產能利用率壓力並推動晶圓代工業務轉型,9,2026-03-26,https://www.youtube.com/watch?v=MwHNeb3xuzU,1,2026-06-12 19:07:27
,NVIDIA,AI伺服器,AI整機櫃代工,2382,廣達,伺服器系統集成與代工廠,輝達GB200 NVL72/NVL36整機櫃的核心一線代工夥伴,直接受惠於北美四大CSP（雲端服務提供者）對輝達最新架構AI伺服器的強烈拉貨需求，整機出貨大幅提升毛利率,9,2026-03-26,https://www.youtube.com/watch?v=HuWGSBn24Rs,1,2026-06-12 19:07:27
OPENAI,OpenAI,記憶體,AI記憶體,2408,南亞科,DRAM晶片製造廠,OpenAI點名記憶體為AI發展之關鍵瓶頸，隨後促成國際大廠入股南亞科達787億元,受惠於國際大廠龐大資金挹注與戰略合作，有助於加速高階AI記憶體技術研發與產能轉型，解決AI市場的記憶體短缺瓶頸,8,2026-03-26,2026-03-26-OpenAI_點名_記憶體才是真瓶頸_國際大廠入股南亞科787億元_2026_03_26__四_.md,1,2026-06-16 05:32:54
